Key,English,Japanese
gunhandgunt2magnum44Desc,The .44 Magnum is the king of handguns. It's the most powerful but makes the most noise. Wield this bad boy and make Clint proud.\n\nRepair with a Repair Kit.\nScrap to Handgun Parts. ,.44マグナムはハンドガンの王様です。最も強力で発砲音も最大です。この銃を装備してクリントイーストウッドのように颯爽と振舞いましょう。\n\n修理キットで修理可能。\n解体するとハンドガンパーツに。
gunhandgunt3desertvultureDesc,This heavy pistol uses .44 Magnum ammo.\n\nRepair with a Repair Kit.\nScrap to Handgun Parts. ,この重拳銃は、.44マグナム弾を使用しています。\n\n修理キットで修理可能。\n解体するとハンドガンパーツに。
gunhandgunt3smg5Desc,This submachine gun uses 9mm ammo.\n\nRepair with a Repair Kit.\nScrap to Handgun Parts. ,9mm弾を使用するサブマシンガンです。\n\n修理キットで修理可能。\n解体するとハンドガンパーツに。
gunmgt0pipemachinegunDesc,A home-made automatic weapon firing 7.62mm ammo.\n\nRepair with Short Iron Pipe.\nScrap to Iron. ,7.62mmの弾丸を発射する手作りのマシンガン。\n\n鉄パイプ（ショート）で修理します。\n解体すると鉄に。
gunmgt1ak47Desc,This badass AK-47 Machine Gun uses 7.62mm ammo.\n\nRepair with a Repair Kit.\nScrap to Machine Gun Parts. ,このいかにもワルそうなAK-47マシンガンには7.62mm弾を使用します。\n\n修理キットで修理可能。\n解体するとマシンガンパーツに。
gunmgt2tacticalarDesc,This Tactical Assault Rifle uses 7.62mm ammo.\n\nRepair with a Repair Kit.\nScrap to Machine Gun Parts. ,タクティカルアサルトライフルには7.62mm弾が使用されます。\n\n修理キットで修理可能。\n解体するとマシンガンパーツに。
gunmgt3m60Desc,Machine guns are somewhat cumbersome to use but excel at automatic fire. This one uses 7.62mm ammo.\n\nRepair with a Repair Kit.\nScrap to Machine Gun Parts. ,マシンガンはやや取り回しに苦労しますが、自動連射にとても優れています。これには7.62mm弾を使用します。\n\n修理キットで修理可能。\n解体するとマシンガンパーツに。
gunriflet0piperifleDesc,A home-made rifle firing 7.62mm ammo.\n\nRepair with Short Iron Pipe.\nScrap to Iron. ,7.62mmの弾丸を発射する手作りのライフル。\n\n鉄パイプ（ショート）で修理します。\n解体すると鉄に。
gunriflet1huntingrifleDesc,This common farmer's hunting rifle uses 7.62mm ammo.\n\nRepair with a Repair Kit.\nScrap to Rifle parts. ,7.62mm弾を使用する普通の農夫が持つような狩猟ライフルです。\n\n修理キットで修理可能。\n解体するとライフルパーツに。
gunriflet2leveractionrifleDesc,This Lever Action rifle uses 7.62mm ammo and is your first choice if you want to make that shot count.\n\nRepair with a Repair Kit.\nScrap to Rifle parts. ,このレバーアクションライフルには7.62mm弾を使用します。命中精度を上げたいならこれしかありません。\n\n修理キットで修理可能。\n解体するとライフルパーツに。
gunriflet3sniperrifleDesc,"This high precision, long ranged rifle is perfect for sniping enemies at great distances.\n\nRepair with a Repair Kit.\nScrap to Rifle parts. ,この高い精密性を持った遠距離ライフルは、遠くから敵を狙うのに最適です。\n\n修理キットで修理可能。\n解体するとライフルパーツに。"
gunshotgunt0pipeshotgunDesc,A home-made gun firing shotgun shells.\nEffective at very close ranges.\n\nRepair with Short Iron Pipe.\nScrap to Iron. ,ショットガン用シェルを発射する手作りのライフル。\n超近距離で効果的です。\n\n鉄パイプ（ショート）で修理します。\n解体すると鉄に。
gunshotgunt1doublebarrelDesc,"A rusty old double barrel shotgun, great for close range carnage.\n\nRepair with a Repair Kit.\nScrap to Shotgun Parts. ,錆びついて古くなった2連ショットガンです。近距離での皆殺しにピッタリ。\n\n修理キットで修理可能。\n解体するとショットガンパーツに。"
gunshotgunt2pumpshotgunDesc,A long-barreled shotgun with pump action loading .\n\nRepair with a Repair Kit.\nScrap to Shotgun Parts. ,ポンプアクション式で装填する銃身の長いショットガンです。\n\n修理キットで修理可能。\n解体するとショットガンパーツに。
gunshotgunt3autoshotgunDesc,This semi automatic shotgun is a rare and devastating short range weapon capable of making minced meat out of anything in its path.\n\nRepair with a Repair Kit.\nScrap to Shotgun Parts. ,このセミオートショットガンは、その進路上にあるものすべてをひき肉にすることができる破滅的で珍しい近距離武器です。\n\n修理キットで修理可能。\n解体するとショットガンパーツに。
industriallight01_player,Industrial Light ,工業用照明
industriallight01_playerDesc,Unlock Industrial Light ,工業用照明を解放
industriallight02_player,Industrial Light Bulb ,工業用電球
industriallight02_playerDesc,Unlock Industrial Light Bulb ,工業用電球を解放
irongaragedoor_poweredblockvarianthelper,Iron Garage Door 3x2 (Powered) ,鉄製ガレージドア 3x2（電動）
irongaragedoor_poweredblockvarianthelperDesc,Unlock Iron Garage Door 3x2 (Powered) ,鉄製ガレージドア 3x2（電動）を解放
irongaragedoor_poweredwhite,White Iron Garage Door 3x2 (Powered) ,鉄製ガレージドア 3x2（電動・白）
irongaragedoor_poweredwhiteDesc,Unlock White Iron Garage Door 3x2 (Powered) ,鉄製ガレージドア 3x2（電動・白）を解放
medicalfirstaidbandage,First Aid Bandage ,救急包帯
medicalfirstaidbandageDesc,"Bandages coated in aloe stop bleeding, heal wounds and increase abrasion healing speed.\nUse the secondary action to treat another player. ,アロエクリームを塗り込んだ包帯は、止血、傷の治療に使え、擦り傷の回復速度を速めます。\n他のプレイヤーを手当するには第二アクションを使用しましょう。"
medicalfirstaidkit,First Aid Kit ,救急キット
medicalfirstaidkitDesc,"First aid kits stop bleeding, heal wounds, increase abrasion healing speed and suture lacerations.\nUse the secondary action to treat another player. ,救急キットは、止血や大きな傷の治療、擦り傷の回復速度を速め、裂傷の縫合に使用します。\n他のプレイヤーを手当するには第二アクションを使用しましょう。"
medicalplastercast,Plaster Cast ,石膏ギプス
medicalplastercastDesc,Heals a broken arm or leg more quickly than a splint but does not protect against further injury.\nUse the secondary action to treat another player. ,添木よりも早く骨折した腕や脚を回復させますが、さらなる負傷からは守ってくれません。\n他のプレイヤーを手当するには第二アクションを使用しましょう。
meleetoolaxet1ironfireaxeDesc,The fireaxe is good for harvesting wood.\n\nRepair with a Repair Kit.\nScrap to Iron. ,消防斧は木材の採取に役立ちます。\n\n修理キットで修理可能。\n解体すると鉄に。
meleetoolaxet2steelaxeDesc,The steel axe has a durable blade and is great for harvesting wood.\n\nRepair with a Repair Kit.\nScrap to Steel Tool parts. ,鉄鋼斧には丈夫な刃がついており、木材の採取に役立ちます。\n\n修理キットで修理可能。\n解体すると鉄鋼ツールパーツに。
meleetoolaxet3chainsawDesc,Chop down the biggest trees or zombies faster than Paul Bunyan with this great chainsaw that uses gasoline for fuel.\n\nRepair with a Repair Kit.\nScrap to Motor Tool Parts. ,ぶっとい木やゾンビをポール・バニヤンよりも手早くぶった切りましょう。ガソリンを燃料とする偉大なチェーンソーです。\n\n修理キットで修理可能。\n解体すると動力ツールパーツに。
meleetoolpickt1ironpickaxeDesc,The iron pickaxe is great for breaking stone and harvesting minerals.\n\nRepair with a Repair Kit.\nScrap to Iron. ,鉄つるはしは砕石や鉱石の採取に役立ちます。\n\n修理キットで修理可能。\n解体すると鉄に。
meleetoolpickt2steelpickaxeDesc,The steel pickaxe is best for breaking stone and harvesting minerals.\n\nRepair with a Repair Kit.\nScrap to Steel Tool parts. ,鉄鋼つるはしは砕石や鉱石の採取に最適です。\n\n修理キットで修理可能。\n解体すると鉄鋼ツールパーツに。
meleetoolpickt3augerDesc,Rock out with your auger out and be the envy of every miner when they see you sporting this sexy gas-powered auger.\n\nRepair with a Repair Kit.\nScrap to Motor Tool Parts. ,鼻歌まじりにこのセクシーなガソリン駆動オーガーを操りながら、採掘している他の連中を羨ましがらせましょう。\n\n修理キットで修理可能。\n解体すると動力ツールパーツに。
meleetoolrepairt0stoneaxeDesc,"A primitive tool useful for cutting wood, mining stone, repairing & upgrading walls, doors & windows. Not the best weapon.\n\nRepair with Small Stone.\nScrap to Small Stone. ,伐採や採石、壁、ドア、窓などの修復やアップグレードに役立つ原始的なツールです。武器としてはいまいちです。\n\n小石で修理可能。\n解体すると小石に。"
meleetoolrepairt1clawhammerDesc,The claw hammer is great for repairing and upgrading base walls and not bad as a weapon.\n\nRepair with a Repair Kit.\nScrap to Iron. ,くぎ抜きハンマーは、拠点の壁の修復やアップグレードに最高のツールです。また、武器としても悪くありません。\n\n修理キットで修理可能。\n解体すると鉄に。
